blnid,flnid,bdid,fdid,bpid,fpid,bx,by,bh,fx,fy,fh,bx_1,by_1,bh_1,lcnt,lno,lanetype,limitvel,lanecfgfg,blid1,blid2,blid3,blid4,flid1,flid2,flid3,flid4
2668.0,2727.0,515.0,527.0,97429.0,97416.0,6812.268714607502,-8329.590010992073,-62.69140821668134,6823.093089739335,-8324.42529978139,-62.701194753768505,6812.449014491018,-8329.5036366176,-62.69248730624122,0.0,0.0,0.0,25.0,0.0,2730.0,0.0,0.0,0.0,2656.0,0.0,0.0,0.0
2728.0,2730.0,857.0,515.0,97490.0,97429.0,6811.7792985413835,-8329.823162251003,-62.68919184504966,6812.268714607502,-8329.590010992073,-62.69140821668134,6811.959639924215,-8329.737806705121,-62.69027229967014,0.0,0.0,0.0,25.0,0.0,2904.0,0.0,0.0,0.0,2668.0,6788.0,0.0,0.0
2731.0,2904.0,480.0,857.0,90477.0,97490.0,6786.357964514775,-8317.296343139922,-62.63267406035811,6811.7792985413835,-8329.823162251003,-62.68919184504966,6786.442368758776,-8317.477669875016,-62.63300150840951,1.0,1.0,0.0,25.0,1.0,2908.0,0.0,0.0,0.0,2728.0,5110.0,0.0,0.0
2905.0,2908.0,479.0,480.0,97494.0,90477.0,6786.067326387958,-8316.674096467583,-62.63054936864546,6786.357964514775,-8317.296343139922,-62.63267406035811,6786.151720366841,-8316.855423208843,-62.630876784287466,0.0,0.0,0.0,25.0,0.0,2983.0,13646.0,0.0,0.0,2731.0,0.0,0.0,0.0
2909.0,2983.0,2680.0,479.0,97499.0,97494.0,6779.79234189283,-8303.219637529384,-62.62425894170474,6786.067326387958,-8316.674096467583,-62.63054936864546,6779.876736788955,-8303.400976692126,-62.62358590610438,0.0,0.0,0.0,25.0,0.0,3133.0,0.0,0.0,0.0,2905.0,0.0,0.0,0.0
2984.0,3133.0,2331.0,464.0,90652.0,97499.0,6767.1548903354715,-8276.123588839375,-62.56444526902396,6779.79234189283,-8303.219637529384,-62.62425894170474,6767.239254767779,-8276.30393270045,-62.562769960088644,1.0,1.0,0.0,25.0,1.0,3200.0,11233.0,0.0,0.0,2909.0,13498.0,0.0,0.0
3134.0,3200.0,421.0,2330.0,97575.0,90652.0,6761.565411608947,-8264.138654090963,-62.563899519228926,6767.1548903354715,-8276.123588839375,-62.56444526902396,6761.649803949747,-8264.319990753122,-62.565225121650656,0.0,0.0,0.0,25.0,0.0,3210.0,0.0,0.0,0.0,2984.0,0.0,0.0,0.0
3201.0,3210.0,419.0,421.0,97643.0,97575.0,6760.724664073395,-8262.336239853057,-62.54966146061588,6761.565411608947,-8264.138654090963,-62.563899519228926,6760.809066644432,-8262.51756544229,-62.55098699767677,0.0,0.0,0.0,25.0,0.0,3320.0,0.0,0.0,0.0,3134.0,11094.0,0.0,0.0
3211.0,3320.0,834.0,419.0,90803.0,97643.0,6751.4596894324995,-8242.471793995766,-62.46701709076024,6760.724664073395,-8262.336239853057,-62.54966146061588,6751.544082588803,-8242.653132024108,-62.46734194194778,1.0,1.0,0.0,25.0,1.0,3350.0,0.0,0.0,0.0,3201.0,0.0,0.0,0.0
3321.0,3350.0,828.0,834.0,97654.0,90803.0,6749.00610894878,-8237.21009496934,-62.48958889177038,6751.4596894324995,-8242.471793995766,-62.46701709076024,6749.090502046795,-8237.391433012534,-62.489913560168134,0.0,0.0,0.0,25.0,0.0,3400.0,12091.0,0.0,0.0,3211.0,0.0,0.0,0.0
3351.0,3400.0,818.0,828.0,97685.0,97654.0,6744.781461426895,-8228.152291746057,-62.48637004295233,6749.00610894878,-8237.21009496934,-62.48958889177038,6744.865855477728,-8228.333620036918,-62.485694383589816,0.0,0.0,0.0,25.0,0.0,3415.0,0.0,0.0,0.0,3321.0,0.0,0.0,0.0
3401.0,3415.0,815.0,818.0,97736.0,97685.0,6743.513561685018,-8225.435272195076,-62.47750732742634,6744.781461426895,-8228.152291746057,-62.48637004295233,6743.597963852743,-8225.616608970136,-62.47883159466528,0.0,0.0,0.0,25.0,0.0,3439.0,0.0,0.0,0.0,3351.0,12790.0,0.0,0.0
3416.0,3439.0,810.0,815.0,97752.0,97736.0,6741.544495306821,-8221.212085306426,-62.45095356016964,6743.513561685018,-8225.435272195076,-62.47750732742634,6741.628888223541,-8221.393412320795,-62.45127765879897,0.0,0.0,0.0,25.0,0.0,3634.0,0.0,0.0,0.0,3401.0,13234.0,0.0,0.0
3440.0,3634.0,1376.0,810.0,90914.0,97752.0,6747.223603957993,-8190.113302342908,-62.40173823397936,6741.544495306821,-8221.212085306426,-62.45095356016964,6747.042269455241,-8190.1976953749945,-62.39965543610606,1.0,1.0,0.0,25.0,1.0,3697.0,6101.0,0.0,0.0,3416.0,0.0,0.0,0.0
3635.0,3697.0,759.0,1375.0,97777.0,90914.0,6758.491074853969,-8184.859196546228,-62.440881957141755,6747.223603957993,-8190.113302342908,-62.40173823397936,6758.30973730966,-8184.943596916432,-62.4417987785464,0.0,0.0,0.0,25.0,0.0,3702.0,0.0,0.0,0.0,3440.0,0.0,0.0,0.0
3698.0,3702.0,758.0,759.0,97841.0,97777.0,6759.265949842234,-8184.497706246048,-62.43823637289324,6758.491074853969,-8184.859196546228,-62.440881957141755,6759.084612305784,-8184.582106626883,-62.43915316924813,0.0,0.0,0.0,25.0,0.0,3738.0,0.0,0.0,0.0,3635.0,7632.0,0.0,0.0
3703.0,3738.0,751.0,758.0,91110.0,97841.0,6765.68797501839,-8181.502410014154,-62.43717901489026,6759.265949842234,-8184.497706246048,-62.43823637289324,6765.506615970485,-8181.586798119065,-62.43909555001619,1.0,1.0,0.0,25.0,1.0,3774.0,0.0,0.0,0.0,3698.0,0.0,0.0,0.0
3739.0,3774.0,744.0,751.0,97847.0,91110.0,6772.078264896785,-8178.522716724625,-62.43711596716685,6765.68797501839,-8181.502410014154,-62.43717901489026,6771.896928564309,-8178.607118549706,-62.43703232062171,0.0,0.0,0.0,25.0,0.0,3809.0,9200.0,0.0,0.0,3703.0,0.0,0.0,0.0
3775.0,3809.0,737.0,744.0,97884.0,97847.0,6778.419027753465,-8175.565945563655,-62.44503765565196,6772.078264896785,-8178.522716724625,-62.43711596716685,6778.237691492186,-8175.650347465333,-62.44495379048476,0.0,0.0,0.0,25.0,0.0,3824.0,0.0,0.0,0.0,3739.0,0.0,0.0,0.0
3810.0,3824.0,734.0,737.0,97920.0,97884.0,6781.136095143576,-8174.299075167468,-62.44729213649316,6778.419027753465,-8175.565945563655,-62.44503765565196,6780.954728118734,-8174.383443893813,-62.4472081027825,0.0,0.0,0.0,25.0,0.0,3849.0,0.0,0.0,0.0,3775.0,9073.0,0.0,0.0
3825.0,3849.0,729.0,734.0,97936.0,97920.0,6785.58619645826,-8172.223713276044,-62.442349235214806,6781.136095143576,-8174.299075167468,-62.44729213649316,6785.404870533329,-8172.308115260226,-62.44226513273816,0.0,0.0,0.0,25.0,0.0,4042.0,0.0,0.0,0.0,3810.0,10492.0,0.0,0.0
3850.0,4042.0,691.0,729.0,91147.0,97936.0,6811.940244538396,-8189.876150387567,-62.376186630765005,6785.58619645826,-8172.223713276044,-62.442349235214806,6811.855842819339,-8189.694815268877,-62.37386248044049,1.0,1.0,0.0,25.0,1.0,4046.0,0.0,0.0,0.0,3825.0,0.0,0.0,0.0
4043.0,4046.0,690.0,1038.0,97962.0,91147.0,6812.205894199618,-8190.4459201487725,-62.383205661151806,6811.940244538396,-8189.876150387567,-62.376186630765005,6812.121492481042,-8190.264585031779,-62.38088149133819,0.0,0.0,0.0,25.0,0.0,4056.0,4372.0,0.0,0.0,3850.0,0.0,0.0,0.0
4047.0,4056.0,688.0,690.0,97967.0,97962.0,6813.0497753604795,-8192.257250838942,-62.427444978799485,6812.205894199618,-8190.4459201487725,-62.383205661151806,6812.965375754566,-8192.075918310296,-62.42312074959227,0.0,0.0,0.0,25.0,0.0,4111.0,12943.0,0.0,0.0,4043.0,0.0,0.0,0.0
4057.0,4111.0,677.0,688.0,97978.0,97967.0,6817.69441104016,-8202.222751401096,-62.44327977786588,6813.0497753604795,-8192.257250838942,-62.427444978799485,6817.6100356890975,-8202.041411137861,-62.44495522598572,0.0,0.0,0.0,25.0,0.0,4126.0,0.0,0.0,0.0,4047.0,0.0,0.0,0.0
4112.0,4126.0,674.0,677.0,98034.0,97978.0,6818.960369927965,-8204.93987930296,-62.40714529730121,6817.69441104016,-8202.222751401096,-62.44327977786588,6818.87597296239,-8204.758537761794,-62.409820627188765,0.0,0.0,0.0,25.0,0.0,4141.0,0.0,0.0,0.0,4057.0,11938.0,0.0,0.0
4127.0,4141.0,671.0,674.0,98050.0,98034.0,6820.185601028855,-8207.567758609983,-62.39385328881826,6818.960369927965,-8204.93987930296,-62.40714529730121,6820.10120770019,-8207.38743979627,-62.39352985140795,0.0,0.0,0.0,25.0,0.0,4275.0,0.0,0.0,0.0,4112.0,12381.0,0.0,0.0
4142.0,4275.0,2242.0,671.0,97340.0,98050.0,6831.451336997696,-8231.742812658686,-62.47722050637094,6820.185601028855,-8207.567758609983,-62.39385328881826,6831.36693374372,-8231.561454226721,-62.475894872892695,2.0,2.0,0.0,25.0,0.0,2151.0,10798.0,0.0,0.0,4127.0,0.0,0.0,0.0
4276.0,4372.0,1018.0,690.0,101969.0,97962.0,6823.113830400971,-8206.16082272686,-62.4851639172457,6812.205894199618,-8190.4459201487725,-62.383205661151806,6823.028441545784,-8205.979485541415,-62.484838100290744,0.0,0.0,1.0,25.0,0.0,4506.0,0.0,0.0,0.0,4043.0,0.0,0.0,0.0
4373.0,4506.0,991.0,1018.0,92487.0,101969.0,6834.408643625939,-8230.3933245643,-62.55263658059084,6823.113830400971,-8206.16082272686,-62.4851639172457,6834.324249525178,-8230.211953774526,-62.55231093961311,2.0,1.0,0.0,25.0,0.0,4573.0,0.0,0.0,0.0,4276.0,0.0,0.0,0.0
4507.0,4573.0,978.0,991.0,98066.0,92487.0,6840.0399027193525,-8242.47439276156,-62.580352093240435,6834.408643625939,-8230.3933245643,-62.55263658059084,6839.955499300504,-8242.293023310132,-62.57902602408058,0.0,0.0,0.0,25.0,0.0,4723.0,0.0,0.0,0.0,4373.0,0.0,0.0,0.0
4574.0,4723.0,948.0,978.0,92622.0,98066.0,6852.642397469421,-8269.51229570101,-62.51705291634926,6840.0399027193525,-8242.47439276156,-62.580352093240435,6852.557990545993,-8269.330966716232,-62.51872596217845,2.0,1.0,0.0,25.0,0.0,4798.0,13900.0,0.0,0.0,4507.0,0.0,0.0,0.0
4724.0,4798.0,933.0,2814.0,98134.0,92622.0,6858.630248287533,-8283.10135405755,-62.32821032047514,6852.642397469421,-8269.51229570101,-62.51705291634926,6858.563702309889,-8282.91267919934,-62.33489251085575,0.0,0.0,0.0,25.0,0.0,5102.0,0.0,0.0,0.0,4574.0,0.0,0.0,0.0
4799.0,5102.0,872.0,933.0,92773.0,98134.0,6826.558081325221,-8326.292115800292,-62.716349935470134,6858.630248287533,-8283.10135405755,-62.32821032047514,6826.73841231123,-8326.206737933562,-62.717430814720956,2.0,1.0,0.0,25.0,0.0,5109.0,0.0,0.0,0.0,4724.0,0.0,0.0,0.0
5103.0,5109.0,871.0,872.0,98210.0,92773.0,6825.376192622019,-8326.803278432622,-62.716756494461606,6826.558081325221,-8326.292115800292,-62.716349935470134,6825.56066340034,-8326.725797346571,-62.715852121839816,0.0,0.0,0.0,25.0,0.0,5179.0,6929.0,0.0,0.0,4799.0,0.0,0.0,0.0
5110.0,5179.0,857.0,871.0,97490.0,98210.0,6811.7792985413835,-8329.823162251003,-62.68919184504966,6825.376192622019,-8326.803278432622,-62.716756494461606,6811.965851965163,-8329.750661224849,-62.690295806240556,0.0,0.0,2.0,25.0,0.0,2904.0,0.0,0.0,0.0,5103.0,0.0,0.0,0.0
5180.0,5351.0,1175.0,301.0,93078.0,90418.0,6850.368535571098,-8288.629162796757,-62.56555498953412,6834.147454267552,-8315.450750099144,-62.64025605611414,6850.418182776193,-8288.822168925226,-62.56386040617281,2.0,1.0,0.0,25.0,0.0,5433.0,0.0,0.0,0.0,1607.0,0.0,0.0,0.0
5352.0,5433.0,1159.0,1175.0,98218.0,93078.0,6843.912858116895,-8273.707641654622,-62.58715392187605,6850.368535571098,-8288.629162796757,-62.56555498953412,6843.997231594237,-8273.887993548631,-62.58747958137474,0.0,0.0,0.0,25.0,0.0,5583.0,0.0,0.0,0.0,5180.0,0.0,0.0,0.0
5434.0,5583.0,1129.0,1159.0,93251.0,98218.0,6831.243081209199,-8246.595184675678,-62.53328337390076,6843.912858116895,-8273.707641654622,-62.58715392187605,6831.327475347138,-8246.77652225698,-62.53360939761478,2.0,1.0,0.0,25.0,0.0,5589.0,0.0,0.0,0.0,5352.0,14922.0,0.0,0.0
5584.0,5589.0,1128.0,1129.0,98301.0,93251.0,6830.790977553135,-8245.627107633689,-62.519541296153875,6831.243081209199,-8246.595184675678,-62.53328337390076,6830.87537979975,-8245.808442613892,-62.52186729607547,0.0,0.0,0.0,25.0,0.0,5644.0,14848.0,0.0,0.0,5434.0,0.0,0.0,0.0
5590.0,5644.0,1117.0,1128.0,98308.0,98301.0,6826.1354687896965,-8235.667832464103,-62.475625205686356,6830.790977553135,-8245.627107633689,-62.519541296153875,6826.220868718615,-8235.848152078335,-62.47495060257279,0.0,0.0,0.0,25.0,0.0,5651.0,0.0,0.0,0.0,5584.0,0.0,0.0,0.0
5645.0,5651.0,1116.0,1117.0,98364.0,98308.0,6825.558310740931,-8234.43018324582,-62.47940158107576,6826.1354687896965,-8235.667832464103,-62.475625205686356,6825.642706884945,-8234.611523457768,-62.47772718469514,0.0,0.0,0.0,25.0,0.0,5784.0,0.0,0.0,0.0,5590.0,14791.0,0.0,0.0
5652.0,5784.0,3005.0,1116.0,93402.0,98364.0,6814.321050240715,-8210.386545857767,-62.40223498804062,6825.558310740931,-8234.43018324582,-62.47940158107576,6814.406419570307,-8210.567884396249,-62.40156079513554,2.0,1.0,0.0,25.0,0.0,5870.0,14790.0,0.0,0.0,5645.0,0.0,0.0,0.0
5785.0,5870.0,1072.0,1089.0,98372.0,93402.0,6807.094373059308,-8194.921845481429,-62.408530340725974,6814.321050240715,-8210.386545857767,-62.40223498804062,6807.178766620792,-8195.10318321078,-62.408854567406706,0.0,0.0,0.0,25.0,0.0,5883.0,0.0,0.0,0.0,5652.0,0.0,0.0,0.0
5871.0,5883.0,1070.0,1072.0,98459.0,98372.0,6806.054675354137,-8192.697290327558,-62.42854873058786,6807.094373059308,-8194.921845481429,-62.408530340725974,6806.139072089932,-8192.878631936714,-62.42587288649338,0.0,0.0,0.0,25.0,0.0,6036.0,0.0,0.0,0.0,5785.0,14734.0,0.0,0.0
5884.0,6036.0,1039.0,2982.0,94615.0,98459.0,6786.985516760444,-8175.282151840685,-62.43177715335651,6806.054675354137,-8192.697290327558,-62.42854873058786,6787.1700149836015,-8175.205687434601,-62.432874864030964,2.0,1.0,0.0,25.0,0.0,555.0,7728.0,0.0,0.0,5871.0,14707.0,0.0,0.0
6037.0,6101.0,2955.0,1376.0,102067.0,90914.0,6757.946068375586,-8194.212070204903,-62.43737626101074,6747.223603957993,-8190.113302342908,-62.40173823397936,6757.858713388182,-8194.031777105833,-62.43505091971883,0.0,0.0,1.0,25.0,0.0,6188.0,0.0,0.0,0.0,3440.0,0.0,0.0,0.0
6102.0,6188.0,1345.0,2955.0,91341.0,102067.0,6765.277916476893,-8209.898732712003,-62.40542217158918,6757.946068375586,-8194.212070204903,-62.43737626101074,6765.193509896144,-8209.717390874857,-62.40809805942126,1.0,1.0,0.0,25.0,1.0,6208.0,16899.0,0.0,0.0,6037.0,14594.0,0.0,0.0
6189.0,6208.0,1341.0,1345.0,98473.0,91341.0,6766.928107657293,-8213.43127932759,-62.37574347691543,6765.277916476893,-8209.898732712003,-62.40542217158918,6766.843735434854,-8213.250926984962,-62.37542055509175,0.0,0.0,0.0,25.0,0.0,6293.0,16860.0,0.0,0.0,6102.0,0.0,0.0,0.0
6209.0,6293.0,1324.0,1341.0,98494.0,98473.0,6774.119343076873,-8228.825499693852,-62.49231889730618,6766.928107657293,-8213.43127932759,-62.37574347691543,6774.034951851704,-8228.644175457059,-62.48999415992239,0.0,0.0,0.0,25.0,0.0,6302.0,0.0,0.0,0.0,6189.0,0.0,0.0,0.0
6294.0,6302.0,3358.0,1324.0,98580.0,98494.0,6774.85271673464,-8230.395034019799,-62.51513314326212,6774.119343076873,-8228.825499693852,-62.49231889730618,6774.767319142451,-8230.213731093114,-62.51380731092013,0.0,0.0,0.0,25.0,0.0,6423.0,0.0,0.0,0.0,6209.0,16310.0,0.0,0.0
6303.0,6423.0,3357.0,3358.0,91429.0,98580.0,6785.013101588164,-8252.146956497598,-62.53018000968086,6774.85271673464,-8230.395034019799,-62.51513314326212,6784.928739193116,-8251.9666042646,-62.52985575918865,1.0,1.0,0.0,25.0,1.0,6500.0,16269.0,15944.0,0.0,6294.0,16428.0,16270.0,0.0
6424.0,6500.0,1283.0,1298.0,98590.0,91429.0,6791.46158662727,-8265.951880345578,-62.59900855488149,6785.013101588164,-8252.146956497598,-62.53018000968086,6791.37721444341,-8265.770543841621,-62.597682533211355,0.0,0.0,0.0,25.0,0.0,6505.0,0.0,0.0,0.0,6303.0,0.0,0.0,0.0
6501.0,6505.0,1282.0,1283.0,98668.0,98590.0,6791.855398949418,-8266.795137018627,-62.6005262648946,6791.46158662727,-8265.951880345578,-62.59900855488149,6791.770994915237,-8266.613799228016,-62.60020018011528,0.0,0.0,0.0,25.0,0.0,6637.0,0.0,0.0,0.0,6424.0,15774.0,0.0,0.0
6506.0,6637.0,1256.0,1282.0,91551.0,98668.0,6803.005442676945,-8290.66358822761,-62.600545055849125,6791.855398949418,-8266.795137018627,-62.6005262648946,6802.920042265045,-8290.48224964806,-62.60121707965709,1.0,1.0,0.0,25.0,1.0,6641.0,0.0,0.0,0.0,6501.0,15817.0,0.0,0.0
6638.0,6641.0,1255.0,3175.0,98674.0,91551.0,6803.305501434534,-8291.30665536766,-62.598705212752975,6803.005442676945,-8290.66358822761,-62.600545055849125,6803.22110677964,-8291.126335175813,-62.59937961543028,0.0,0.0,0.0,25.0,0.0,6711.0,15773.0,15475.0,0.0,6506.0,0.0,0.0,0.0
6642.0,6711.0,1241.0,1255.0,98679.0,98674.0,6809.226904275176,-8303.984023637182,-62.62759920164399,6803.305501434534,-8291.30665536766,-62.598705212752975,6809.142532128478,-8303.803706087136,-62.626273192508506,0.0,0.0,0.0,25.0,0.0,6716.0,0.0,0.0,0.0,6638.0,0.0,0.0,0.0
6712.0,6716.0,1240.0,1241.0,98750.0,98679.0,6809.650860624144,-8304.889676025155,-62.63323690330253,6809.226904275176,-8303.984023637182,-62.62759920164399,6809.565462197989,-8304.708373325091,-62.63190847733313,0.0,0.0,0.0,25.0,0.0,6718.0,0.0,0.0,0.0,6642.0,15368.0,0.0,0.0
6717.0,6718.0,1240.0,1240.0,98756.0,98750.0,6809.813372858975,-8305.23847544507,-62.6358668639009,6809.650860624144,-8304.889676025155,-62.63323690330253,6809.728015447631,-8305.057139504734,-62.63453842597528,0.0,0.0,0.0,25.0,0.0,6787.0,0.0,0.0,0.0,6712.0,15320.0,0.0,0.0
6719.0,6787.0,1226.0,1240.0,91684.0,98756.0,6815.572241376571,-8317.567014009293,-62.68316388685571,6809.813372858975,-8305.23847544507,-62.6358668639009,6815.487847033395,-8317.385676359034,-62.68283604820408,1.0,1.0,0.0,25.0,1.0,6858.0,15230.0,0.0,0.0,6717.0,0.0,0.0,0.0
6788.0,6858.0,515.0,1226.0,97429.0,91684.0,6812.268714607502,-8329.590010992073,-62.69140821668134,6815.572241376571,-8317.567014009293,-62.68316388685571,6812.444824644147,-8329.493704813895,-62.6924697965419,0.0,0.0,1.0,25.0,0.0,2730.0,0.0,0.0,0.0,6719.0,0.0,0.0,0.0
6859.0,6929.0,1529.0,871.0,102205.0,98210.0,6813.802111563913,-8321.651964476961,-62.69362966322706,6825.376192622019,-8326.803278432622,-62.716756494461606,6813.888507302425,-8321.833236093707,-62.69295965173478,0.0,0.0,1.0,25.0,0.0,6934.0,0.0,0.0,0.0,5103.0,0.0,0.0,0.0
6930.0,6934.0,1528.0,1529.0,98759.0,102205.0,6813.4145486127745,-8320.821594852885,-62.69312688163927,6813.802111563913,-8321.651964476961,-62.69362966322706,6813.498943557933,-8321.001914983875,-62.692453456711974,0.0,0.0,0.0,25.0,0.0,7013.0,0.0,0.0,0.0,6859.0,15231.0,0.0,0.0
6935.0,7013.0,1513.0,1528.0,91754.0,98759.0,6806.8149887100635,-8306.692605502965,-62.630571379485446,6813.4145486127745,-8320.821594852885,-62.69312688163927,6806.9003881965855,-8306.873942750128,-62.630899871136535,1.0,1.0,0.0,25.0,1.0,7016.0,0.0,0.0,0.0,6930.0,15285.0,0.0,0.0
7014.0,7016.0,1512.0,1512.0,98765.0,91754.0,6806.612851139331,-8306.257599003467,-62.62778629944978,6806.8149887100635,-8306.692605502965,-62.630571379485446,6806.697244245066,-8306.438935398279,-62.62911370228403,0.0,0.0,0.0,25.0,0.0,7021.0,15703.0,0.0,0.0,6935.0,0.0,0.0,0.0
7017.0,7021.0,1511.0,1512.0,98769.0,98765.0,6806.189922265805,-8305.352932994305,-62.6211509899872,6806.612851139331,-8306.257599003467,-62.62778629944978,6806.274294404193,-8305.533283783227,-62.62247704893298,0.0,0.0,0.0,25.0,0.0,7091.0,15543.0,0.0,0.0,7014.0,0.0,0.0,0.0
7022.0,7091.0,1497.0,1511.0,98775.0,98769.0,6800.268445192004,-8292.674547890569,-62.6152557082346,6806.189922265805,-8305.352932994305,-62.6211509899872,6800.352840278978,-8292.855886939886,-62.61458264071371,0.0,0.0,0.0,25.0,0.0,7095.0,0.0,0.0,0.0,7017.0,0.0,0.0,0.0
7092.0,7095.0,3192.0,1497.0,98846.0,98775.0,6799.979874952737,-8292.057220775618,-62.61914143827153,6800.268445192004,-8292.674547890569,-62.6152557082346,6800.064270654076,-8292.23757551495,-62.617467063415916,0.0,0.0,0.0,25.0,0.0,7227.0,0.0,0.0,0.0,7022.0,15590.0,15544.0,0.0
7096.0,7227.0,1470.0,1496.0,91834.0,98846.0,6788.848538848925,-8268.225426873727,-62.593190323955696,6799.979874952737,-8292.057220775618,-62.61914143827153,6788.932913765584,-8268.405781682966,-62.59151510259062,1.0,1.0,0.0,25.0,1.0,7232.0,16021.0,0.0,0.0,7092.0,0.0,0.0,0.0
7228.0,7232.0,1469.0,1470.0,98851.0,91834.0,6788.425578741664,-8267.319772083469,-62.58856029768185,6788.848538848925,-8268.225426873727,-62.593190323955696,6788.509982736846,-8267.501109893563,-62.588886359206754,0.0,0.0,0.0,25.0,0.0,7307.0,16193.0,0.0,0.0,7096.0,0.0,0.0,0.0
7233.0,7307.0,1454.0,1469.0,98857.0,98851.0,6782.08121294713,-8253.736759573185,-62.54013118544253,6788.425578741664,-8267.319772083469,-62.58856029768185,6782.165618476519,-8253.9171144057,-62.53845549325479,0.0,0.0,0.0,25.0,0.0,7309.0,0.0,0.0,0.0,7228.0,0.0,0.0,0.0
7308.0,7309.0,1454.0,1454.0,98933.0,98857.0,6781.993675728165,-8253.54749259255,-62.54079195903478,6782.08121294713,-8253.736759573185,-62.54013118544253,6782.078079565473,-8253.728819367325,-62.54111752688323,0.0,0.0,0.0,25.0,0.0,7430.0,0.0,0.0,0.0,16022.0,16072.0,7233.0,0.0
7310.0,7430.0,1430.0,1454.0,91967.0,98933.0,6771.830183687541,-8231.788662957648,-62.50573281028619,6781.993675728165,-8253.54749259255,-62.54079195903478,6771.915570996633,-8231.9699659049,-62.50705863707435,1.0,1.0,0.0,25.0,1.0,7454.0,16780.0,0.0,0.0,7308.0,0.0,0.0,0.0
7431.0,7454.0,1425.0,3481.0,98936.0,91967.0,6769.816446211801,-8227.475404600742,-62.44900185400775,6771.830183687541,-8231.788662957648,-62.50573281028619,6769.900837381851,-8227.656728863127,-62.451326502483425,0.0,0.0,0.0,25.0,0.0,7534.0,16974.0,0.0,0.0,7310.0,0.0,0.0,0.0
7455.0,7534.0,1409.0,1425.0,98961.0,98936.0,6763.049126835391,-8212.98672891928,-62.39505594313687,6769.816446211801,-8227.475404600742,-62.44900185400775,6763.133532343738,-8213.1680584008,-62.393380103450454,0.0,0.0,0.0,25.0,0.0,7539.0,0.0,0.0,0.0,7431.0,0.0,0.0,0.0
7535.0,7539.0,1408.0,1409.0,99042.0,98961.0,6762.626154953983,-8212.081044102797,-62.40443547777886,6763.049126835391,-8212.98672891928,-62.39505594313687,6762.710560453967,-8212.262384660875,-62.4027596221963,0.0,0.0,0.0,25.0,0.0,7544.0,0.0,0.0,0.0,7455.0,16691.0,0.0,0.0
7540.0,7544.0,3452.0,1408.0,99048.0,99042.0,6762.275069805396,-8211.329947214319,-62.41409139863572,6762.626154953983,-8212.081044102797,-62.40443547777886,6762.35946503537,-8211.51128777911,-62.41241550577479,0.0,0.0,0.0,25.0,0.0,7631.0,0.0,0.0,0.0,7535.0,16595.0,0.0,0.0
7545.0,7631.0,1390.0,1407.0,92089.0,99048.0,6754.934503244324,-8195.604490941047,-62.430986044740166,6762.275069805396,-8211.329947214319,-62.41409139863572,6755.015941685746,-8195.78785560433,-62.43230909257818,1.0,1.0,0.0,25.0,1.0,7694.0,14593.0,0.0,0.0,7540.0,18974.0,0.0,0.0
7632.0,7694.0,759.0,2954.0,97777.0,92089.0,6758.491074853969,-8184.859196546228,-62.440881957141755,6754.934503244324,-8195.604490941047,-62.430986044740166,6758.316985769059,-8184.95745876278,-62.44182433828337,0.0,0.0,1.0,25.0,0.0,3702.0,0.0,0.0,0.0,7545.0,0.0,0.0,0.0
7695.0,7728.0,1826.0,1039.0,106255.0,94615.0,6785.788114965142,-8181.160661833508,-62.40608047807655,6786.985516760444,-8175.282151840685,-62.43177715335651,6785.703743758085,-8180.98031087949,-62.40475822540884,0.0,0.0,2.0,25.0,0.0,7815.0,0.0,0.0,0.0,301.0,5884.0,0.0,0.0
7729.0,7815.0,3909.0,1826.0,93690.0,106255.0,6793.06242076502,-8196.767394878661,-62.41396165736842,6785.788114965142,-8181.160661833508,-62.40608047807655,6792.978056456998,-8196.58705116641,-62.41563888627297,2.0,1.0,0.0,25.0,0.0,18352.0,7913.0,18705.0,0.0,7695.0,0.0,0.0,0.0
7816.0,7913.0,1789.0,3909.0,99054.0,93690.0,6801.256815279769,-8214.350069829312,-62.36742770881847,6793.06242076502,-8196.767394878661,-62.41396165736842,6801.172413555776,-8214.168734663135,-62.36510300051896,0.0,0.0,0.0,25.0,0.0,7933.0,0.0,0.0,0.0,7729.0,0.0,0.0,0.0
7914.0,7933.0,3752.0,1789.0,99153.0,99054.0,6802.887325643273,-8217.848912879828,-62.404696259068714,6801.256815279769,-8214.350069829312,-62.36742770881847,6802.802921749201,-8217.667575136073,-62.404371426259786,0.0,0.0,0.0,25.0,0.0,8046.0,0.0,0.0,0.0,7816.0,17955.0,0.0,0.0
7934.0,8046.0,1763.0,1785.0,93778.0,99153.0,6812.373529193119,-8238.20404040207,-62.46521139796414,6802.887325643273,-8217.848912879828,-62.404696259068714,6812.289126136714,-8238.022704014957,-62.46388586024477,2.0,1.0,0.0,25.0,0.0,17375.0,8055.0,0.0,0.0,7914.0,17996.0,0.0,0.0
8047.0,8055.0,1761.0,3623.0,99174.0,93778.0,6813.077780446558,-8239.715127064244,-62.4859253660793,6812.373529193119,-8238.20404040207,-62.46521139796414,6812.993389774046,-8239.533804348728,-62.482599802854565,0.0,0.0,0.0,25.0,0.0,8125.0,17509.0,0.0,0.0,7934.0,0.0,0.0,0.0
