6768,-8180.42,-62.4382,
6767.82,-8180.51,-62.4387,
6767.46,-8180.68,-62.439,
6767.28,-8180.76,-62.4384,
6767.1,-8180.85,-62.4373,
6766.73,-8181.02,-62.4362,
6766.37,-8181.18,-62.436,
6766.19,-8181.27,-62.4364,
6765.83,-8181.44,-62.4367,
6765.42,-8181.63,-62.4401,
6764.87,-8181.88,-62.4453,
6764.33,-8182.14,-62.4456,
6763.79,-8182.39,-62.4448,
6763.42,-8182.56,-62.4441,
6762.7,-8182.9,-62.4433,
6762.16,-8183.15,-62.4426,
6761.43,-8183.49,-62.4412,
6760.71,-8183.83,-62.4409,
6759.8,-8184.25,-62.4385,
6758.99,-8184.62,-62.4396,
6758.04,-8185.07,-62.4442,
6757.13,-8185.49,-62.4498,
6756.23,-8185.92,-62.4553,
6755.14,-8186.42,-62.4633,
6754.23,-8186.84,-62.4699,
6753.15,-8187.35,-62.4759,
6752.24,-8187.77,-62.4725,
6751.33,-8188.2,-62.4601,
6750.25,-8188.7,-62.4461,
6749.34,-8189.12,-62.4352,
6748.44,-8189.55,-62.4208,
6747.35,-8190.05,-62.4028,
6746.41,-8190.49,-62.3954,
6745.5,-8190.92,-62.393,
6744.6,-8191.34,-62.394,
6743.69,-8191.76,-62.3971,
6742.79,-8192.19,-62.4017,
6741.9,-8192.64,-62.4029,
6741.02,-8193.12,-62.4051,
6740.33,-8193.53,-62.4029,
6739.5,-8194.09,-62.3922,
6738.87,-8194.57,-62.3962,
6738.12,-8195.23,-62.4062,
6737.43,-8195.96,-62.3869,
6736.93,-8196.58,-62.3867,
6736.36,-8197.4,-62.3887,
6735.97,-8198.09,-62.3932,
6735.53,-8199,-62.3954,
6735.18,-8199.93,-62.3952,
6734.91,-8200.89,-62.4047,
6734.73,-8201.87,-62.4152,
6734.63,-8202.87,-62.4194,
6734.62,-8203.87,-62.4222,
6734.72,-8205.06,-62.4238,
6734.89,-8206.04,-62.4293,
6735.21,-8207.2,-62.4411,
6735.54,-8208.14,-62.4462,
6735.99,-8209.25,-62.4551,
6736.4,-8210.17,-62.4632,
6736.9,-8211.25,-62.4672,
6737.41,-8212.34,-62.4671,
6737.91,-8213.43,-62.4655,
6738.34,-8214.33,-62.4622,
6738.84,-8215.42,-62.4581,
6739.35,-8216.51,-62.454,
6739.86,-8217.59,-62.452,
6740.45,-8218.86,-62.4502,
6740.96,-8219.95,-62.4497,
6741.52,-8221.17,-62.4509,
6742.09,-8222.39,-62.4566,
6742.68,-8223.66,-62.4643,
6743.28,-8224.93,-62.4731,
6743.89,-8226.25,-62.4855,
6744.49,-8227.52,-62.4887,
6745.16,-8228.97,-62.4848,
6745.75,-8230.24,-62.4881,
6746.43,-8231.69,-62.4887,
6747.1,-8233.13,-62.4848,
6747.78,-8234.58,-62.4804,
6748.46,-8236.03,-62.4785,
