6768.0499537627875,-8179.601698045201
6768.029433958797,-8179.612771325995
6767.988391168164,-8179.63491401863
6767.937094479008,-8179.657066482555
6767.865289650128,-8179.69030640624
6767.78322634574,-8179.7346188606325
6767.660137218177,-8179.801094632485
6767.52679240464,-8179.856509678511
6767.372945144193,-8179.945155750621
6767.188316026335,-8180.033806641862
6766.983192558646,-8180.133561746969
6766.747283380215,-8180.255453632778
6766.4806270041445,-8180.3884607923665
6766.183188432933,-8180.532540680542
6765.844731792529,-8180.687724980935
6765.475489777275,-8180.853978136594
6765.075499882027,-8181.053482391419
6764.634515227203,-8181.264119418134
6764.152469753137,-8181.496877189635
6763.629386772873,-8181.751784065019
6763.065304062315,-8182.006749340245
6762.449953972797,-8182.294971054636
6761.793556835601,-8182.6053302511355
6761.10646508883,-8182.937937089803
6760.347528195605,-8183.303734773808
6759.537315033965,-8183.680641436699
6758.686035739815,-8184.079662332932
6757.793784188519,-8184.47877513199
6756.860501105276,-8184.911112629514
6755.89642129242,-8185.343436801475
6754.911811037338,-8185.786821263031
6753.927239170104,-8186.219184189358
6752.932385476428,-8186.662591185108
6751.9375134019265,-8187.11704408898
6750.952943475427,-8187.549409402858
6749.958080094476,-8187.992804583147
6748.983757619667,-8188.4251522608565
6748.009428017517,-8188.846422933843
6747.05564849079,-8189.26772564394
6746.101847424927,-8189.700070392339
6745.16854145614,-8190.132380068044
6744.235232268263,-8190.5646858131395
6743.332730624347,-8191.019154829892
6742.450751282718,-8191.517895266008
6741.609825671148,-8192.049848098526
6740.799705804325,-8192.59289373763
6740.061454636588,-8193.191324174768
6739.343658500064,-8193.822875509206
6738.677176021084,-8194.498705160522
6738.06198358012,-8195.196647616805
6737.508392128377,-8195.916762874254
6737.026611646987,-8196.681124034974
6736.575603850182,-8197.467605916541
6736.206713751888,-8198.298388543331
6735.899348655419,-8199.151250987927
6735.622802047844,-8200.048426820538
6735.428334769866,-8200.967719809347
6735.305655964618,-8201.90909447875
6735.254844132992,-8202.894783575683
6735.275808470577,-8203.891470939361
6735.3890969767135,-8204.89918615992
6735.574172571645,-8205.906844655783
6735.851589252847,-8206.925551690789
6736.190569004053,-8207.93318007997
6736.601348551125,-8208.94076725222
6737.0634274203285,-8209.948341795292
6737.535748676809,-8210.95589232267
6738.018314826369,-8211.985558489941
6738.521444882469,-8213.015273690424
6739.0143359050535,-8214.078221740432
6739.517470385793,-8215.14114705791
6740.041148449993,-8216.248369684721
6740.5648139185205,-8217.35557675682
6741.088513318956,-8218.496030213435
6741.632704899796,-8219.66964962176
6742.197459775443,-8220.86545388057
6742.772447274336,-8222.105495259078
6743.388632073712,-8223.356788270248
6743.994454581278,-8224.630094639955
6744.600232862652,-8225.936551482051
6745.236818197211,-8227.25410255787
6745.873430839949,-8228.61596013001
6746.520310624116,-8229.999960500983
6747.177458939401,-8231.395037087897
6747.844846189577,-8232.80115356321
6748.53279471985,-8234.22945234289
6749.2104869816685,-8235.668826164183
6749.908721848267,-8237.119291077268
6750.606946662113,-8238.591880024973
6751.315443217986,-8240.07554908895
6752.034163856173,-8241.537034920944
6752.742692491568,-8243.053947796869
6753.4922282407415,-8244.548674015803
6754.180168773408,-8246.032302789978
6754.888597907866,-8247.493751485608
6755.5971041131415,-8248.966362891832
6756.295321570165,-8250.438941175935
6756.973002944774,-8251.86723118874
6757.650686228271,-8253.306591630926
6758.318102580207,-8254.723809220084
6758.985522241085,-8256.14103068124
6759.652948328445,-8257.525055052629
6760.310035444158,-8258.886848076545
6760.977480457629,-8260.248758810907
6761.614073989524,-8261.599520464579
6762.260922601099,-8262.91706870842
6762.887233728632,-8264.234600092526
6763.482823678649,-8265.541142554493
6764.109154764638,-8266.83656162674
6764.7149649221465,-8268.109847685619
6765.31047350883,-8269.383084898775
6765.906009088611,-8270.678491652616
6766.522071727872,-8271.940697346068
6767.097115036997,-8273.180801431214
6767.682460913858,-8274.465228329296
6768.267690359598,-8275.605624604348
6768.811926014438,-8276.790360244879
6769.294661369467,-8277.798091621862
6769.51070388066,-8278.6178080407
6769.469890182703,-8279.016553152262
6769.42892918676,-8279.060933000317
6769.829200267781,-8279.714026876705
6769.9013496968155,-8280.610943575455
6769.73758017474,-8281.37517196056
6769.809769688005,-8282.349615702607
6770.097488704651,-8283.224479902228
6770.467271726719,-8283.877940036316
6770.693513839907,-8284.398736977586
6771.289171342606,-8285.140879850856
6771.966732561357,-8286.015605286957
6772.336279408821,-8286.591296862245
6772.839066823754,-8287.22212650717
6773.003500477908,-8288.141088999173
6772.90106366474,-8288.805408912387
6773.291456773185,-8289.60286195846
6773.784115936707,-8290.466289103737
6774.225962847871,-8291.363533421367
6775.015875695258,-8292.304015166905
6775.847201333701,-8293.322423606127
6776.771223873632,-8294.3744540116
6777.715561171916,-8295.359817233983
6778.690804202355,-8296.267849986336
6779.727287811196,-8297.064792306963
6780.815073922059,-8297.806384086543
6781.830910196085,-8298.33753638371
6782.867334736712,-8298.747016988573
6783.975427561549,-8299.056679464557
6785.01162001339,-8299.37732828139
6786.047822096196,-8299.487692266044
6787.012162946625,-8299.50947664732
6787.843084374057,-8299.486971353625
6788.61229680832,-8299.43109280307
6789.412230926858,-8299.297657536159
6790.263475236167,-8299.13101784165
6791.094154429093,-8298.953259375061
6791.924828916543,-8298.753358682145
6792.786284359025,-8298.520247122087
6793.657985865668,-8298.264979544514
6794.56047684015,-8297.976511553112
6795.4731975641935,-8297.67693574964
6796.447480686603,-8297.366279963806
6797.462812560492,-8297.02242041553
6798.529461342378,-8296.634296399867
6799.585893390374,-8296.246227941247
6800.6935728090275,-8295.858082615214
6801.8114808786695,-8295.45882814214
6802.898602473599,-8295.059573128523
6804.006287738259,-8294.682503244427
6805.10373109968,-8294.327594492433
6806.2011790049155,-8293.961623063196
6807.308911455287,-8293.6399522096
6808.406375694437,-8293.32934198172
6809.493563175625,-8293.029781927939
6810.54999626618,-8292.763465353644
6811.606449638782,-8292.530378332827
6812.611622255984,-8292.341600155129
6816.612310363125,-8292.47258492326
6817.52534927208,-8292.660401410398
6818.448704951293,-8292.925762478346
6819.361800692859,-8293.213262489178
6820.274905745036,-8293.511842033524
6821.177735505364,-8293.810405258524
6822.07028991836,-8294.07574737633
6822.952592154207,-8294.31896497516
6823.834868698884,-8294.528946361937
6824.717123819091,-8294.705696765595
6825.589104633989,-8294.849227374554
6826.450810069932,-8294.95953688549
6827.312519339253,-8295.014509835082
6828.174189312857,-8295.025161754236
6829.0460749838885,-8294.991484064987
6829.897416603024,-8294.880304259425
6830.748736348263,-8294.713756518897
6831.569319154078,-8294.502995849605
6832.379590423191,-8294.214697037041
6833.159054041472,-8293.848894239623
6833.938508608749,-8293.4277391973
6834.666619450965,-8292.940133794882
6835.363917599752,-8292.363950058621
6836.030447410977,-8291.75458332235
6836.635401308271,-8291.067734441382
6837.178758259547,-8290.325514253498
6837.660567542173,-8289.527982868782
6838.070524538156,-8288.686156603519
6838.418936423279,-8287.811158725755
6838.685226031487,-8286.891856281876
6838.879744866638,-8285.961563043906
6838.981903986885,-8285.009131700033
6838.991735947928,-8284.056738403222
6838.919510091252,-8283.126528524333
6838.744680336632,-8282.207407005646
6838.487796347474,-8281.299404985974
6838.148873198554,-8280.435745545248
6837.717662332391,-8279.616445083408
6837.2248933337405,-8278.808229980088
6836.629573850947,-8278.088645939462
6835.993239852289,-8277.402307523802
6835.3056324497775,-8276.771355068007
6834.587299117424,-8276.195817071022
6833.8587455109455,-8275.642466334151
6833.140406252869,-8275.089057427289
6832.442642014814,-8274.54677873539
6831.775614920084,-8273.97123555899
6831.118873912947,-8273.395721593482
6830.492875743258,-8272.775881825879
6829.907867581048,-8272.122766413599
6829.363875848615,-8271.447475804449
6828.850611593021,-8270.705704173226
6828.33733522671,-8269.941781198337
6827.854835953572,-8269.133574158628
6827.362066032884,-8268.314288273494
6826.879520759115,-8267.43961548125
6826.396997276828,-8266.553900882538
6825.904200619634,-8265.634967831511
6825.401117618378,-8264.693868544948
6824.89802461141,-8263.69741566195
6824.374387073158,-8262.678801201268
6823.850756986192,-8261.593786118483
6823.3271094694055,-8260.486613168141
6822.8034145399815,-8259.324041041982
6822.248938634975,-8258.128270173467
6821.694477725768,-8256.899312629386
6821.119430587138,-8255.614937889772
6820.523900969394,-8254.308477039714
6819.907829362544,-8252.968789355205
6819.281454730192,-8251.595846780272
6818.624310924558,-8250.189719741134
6817.967136203878,-8248.750350074537
6817.279171299049,-8247.266702067456
6816.570697967594,-8245.77200455305
6815.872466546545,-8244.25514582383
6815.143441426414,-8242.70507270897
6814.404135117146,-8241.143907756476
6813.675076076231,-8239.560588098015
6812.935746531273,-8237.966189600453
6812.196453838126,-8236.393972251664
6811.4468913702285,-8234.821745229367
6810.707585836268,-8233.260580101092
6809.97856851446,-8231.699446622031
6809.259802101595,-8230.171504304384
6808.551297214287,-8228.643561198698
6807.863321283275,-8227.126692212654
6807.16508983783,-8225.631967483405
6806.477124563651,-8224.15938421259
6805.809693274591,-8222.742154374157
6805.162806238077,-8221.358153867439
6804.515950685051,-8220.029532918707
6803.910187009641,-8218.756306647738
6803.294130857442,-8217.527316377258
6802.657624614862,-8216.331620608213
6802.03138628064,-8215.169136775521
6801.374389287994,-8214.084164062013
6800.707141342711,-8213.010272903
6800.039918774758,-8211.980685634977
6799.362453100723,-8210.984326056658
6798.695223352088,-8210.021139610506
6798.007510833151,-8209.113344578029
6797.350575406214,-8208.227675283817
6796.693662429698,-8207.342033124844
